������,ȣ��,1��,2��,3��,4��,5��,6��,7��,8��,9��,10��,11��,12��,13��,14��,15��,16��,17��,18��,19��,20��,21��,22��,23��,24��
2024-09-13,1,389052,583578,1823684,1629157,656527,72947,316106,826737,48632,0,0,0,0,1458947,1775052,291789,97264,121579,48632,802422,0,0,0,0
2024-09-14,1,0,364736,364736,437684,0,0,0,0,0,0,0,291789,875368,1021264,0,0,121579,389052,121579,778106,729474,1361684,559263,267473
2024-09-15,1,316105,291789,340420,389052,389052,437685,875368,705158,486316,462000,510632,996947,267474,2650422,3671684,1896631,461999,389052,583579,3501475,2772001,1702105,583578,97263
2024-09-16,1,0,0,316105,389052,389052,340421,1410316,1629158,1823684,1775052,1580527,1702105,1580526,3355579,3404210,1920947,632210,389052,1580526,3185369,3501474,1799368,632210,389052
2024-09-17,1,389052,413368,194526,291789,1215789,1045579,1604842,97264,48632,0,0,0,0,1580526,1799368,291789,0,0,0,729474,316106,72948,0,0
2024-09-18,1,0,0,0,0,0,0,0,0,0,0,0,0,24316,1531895,364737,1385999,656526,389052,1337368,2285683,2723368,1434631,486315,389052
2024-09-19,1,413368,364736,753789,1799368,1629157,1823684,1823684,1848000,1823684,1823684,1848000,1823684,1823684,3452843,4158000,5276526,7926948,7732420,10747578,15124421,17045369,14978526,11088000,10723263
2024-09-20,1,13787052,14929895,15878210,15002842,13787052,14954212,13227789,13033263,12863052,12084947,14200422,12546947,13495263,16413159,16194315,12498315,8388947,7537894,9604737,11890421,13616843,10990737,9556106,9264316
2024-09-21,1,10893475,12887368,13859999,13276421,13884316,13908632,13130526,12863053,12255158,12230842,12401053,11768842,12765790,12182211,14759683,14030210,8972527,6857053,3088106,5082000,5325158,8291683,6006000,6006001
2024-09-22,1,4644316,4984737,5616946,6662527,5568315,8170105,8996843,7951263,5616948,5519684,5616947,2869264,2164105,3623053,4863157,3574422,2115474,2261369,5325157,6857053,4522736,2115473,802421,1750737
2024-09-23,1,632210,218842,121579,316104,1386000,2115473,1094211,1386000,1191474,1677790,1434632,534948,243158,243157,24316,0,0,0,413368,24316,24316,0,0,48632
2024-09-24,1,0,0,0,0,0,24316,0,24316,0,0,0,0,48632,364737,389052,413368,170211,243158,1313052,826737,0,0,0,72948
2024-09-25,1,97263,145895,0,0,0,121579,0,0,0,0,0,0,0,0,0,0,24316,0,0,97263,534948,72948,170210,0
2024-09-26,1,0,0,0,0,0,0,0,0,0,0,0,0,170211,121579,0,267474,389052,48632,948316,705158,1240105,1361684,1507579,1702104
2024-09-27,1,656526,389052,1191474,2285685,2310000,4279578,5543999,4522737,3209684,4085054,3890527,2212737,2431580,3598736,4790210,3793264,3209684,2528842,3258316,3768948,2601789,1993894,1021263,364738
2024-09-28,1,559263,194526,0,72947,1531894,2212737,1045579,389053,0,0,0,0,24316,170210,559263,534947,413368,875369,1191474,1458948,243158,0,0,0
2024-09-29,1,0,97263,0,0,72947,170211,48632,72948,218842,0,48632,0,0,48632,24316,0,48632,0,0,0,0,0,0,0
2024-09-30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-01,1,0,145896,291789,72948,0,48632,0,0,0,0,0,0,0,24316,97264,72947,413368,2820632,7148843,12887368,14589473,14273368,14516526,14808316
2024-10-02,1,10844842,10212632,10650315,14127474,14322000,17069685,17069685,16972421,14808316,14127473,7975578,5519684,2601790,4814527,9580420,12449683,11136631,7562211,6395053,4644315,5908736,3550105,3209685,2650421
2024-10-03,1,826737,413368,802421,2431578,3525789,7221790,8923895,9458842,8729368,6176210,7319053,5130632,4595685,3550105,6930000,7294737,7708104,8826631,11379790,10553052,11768842,8243053,7294736,5398105
2024-10-04,1,2091158,851053,486316,4085053,3161053,5009053,8972526,8583474,5519685,4279580,3768948,899684,437684,413368,389052,413368,413368,340421,1167158,1483263,462000,1191473,0,0
2024-10-05,1,218842,437684,437684,413368,2504527,3112421,4936105,3574421,1848000,729474,1434632,875368,413368,413368,462000,1848000,2942210,3136736,4595685,6711158,5398105,4060737,2528842,2723368
2024-10-06,1,559263,340421,0,0,0,413369,121579,0,0,267474,510631,583578,437684,389052,1799367,4230949,5616947,5641264,9385895,10528738,6103263,753789,0,0
2024-10-07,1,340421,413368,972632,5398106,10626000,15027158,14078842,13373684,13106211,9556106,7464949,6006001,4717263,3866211,7635158,4595684,4133684,3671685,5179263,6078947,4012106,1653473,1580526,705159
2024-10-08,1,486316,413368,413368,413368,1240105,3015158,5276526,6078947,3793263,2626105,4109368,1775052,1021263,1288736,4206632,4085053,3647369,2212737,3452842,3501473,2772001,3525789,2553158,2334316
2024-10-09,1,851052,413368,437684,802421,1847999,3744632,3963474,3501474,1653474,923999,24316,121580,413368,72947,72948,0,0,0,291790,0,0,0,0,24316
2024-10-10,1,0,97263,0,0,316106,72947,0,24316,0,0,0,340421,437684,389052,389052,705158,1872316,2066842,4522737,4255263,3379895,2650421,1677789,705158
2024-10-11,1,316105,389052,413368,413368,1458947,2334316,2893578,1434632,778105,705157,875368,534947,413368,413368,437684,267473,389052,364736,2066843,1021263,0,0,0,0
2024-10-12,1,0,0,121579,389052,1313053,2334316,680842,0,0,0,0,0,0,0,267473,97264,24316,0,72947,0,0,0,24316,1021263
2024-10-13,1,364737,291789,413368,121579,632211,1313053,48632,924000,510631,413369,364737,48632,48632,24316,145895,291790,0,0,437684,0,24316,145895,1896631,2893579
2024-10-14,1,875368,437684,437684,170210,0,2626104,5884420,5130631,5349473,4401158,5009053,2407263,3185368,2115473,5009053,3841895,3550105,2844947,4303894,5471052,3233999,3793262,2869263,1726421
2024-10-15,1,486316,0,145895,24316,0,170210,0,0,0,0,0,72947,121579,316105,316105,389052,413368,996948,2237053,2820631,1240106,1288737,1872316,2042526
2024-10-16,1,632210,389052,413368,923999,2626106,3209684,3379895,4571368,5568315,2990841,2431580,607894,413368,389052,364736,389052,389052,267474,1215790,1410316,413368,0,0,0
2024-10-17,1,0,0,0,0,0,0,0,0,0,121579,291789,48632,0,0,0,0,0,24316,72947,24316,0,48632,2990842,4279579
2024-10-18,1,1556211,948316,2237052,5300842,5033368,9069789,9750631,9458843,8632105,8583474,9069789,4814526,4255263,5057684,6200526,5981684,4765895,4984737,5325157,5568317,4425474,3890526,3671684,3379894
2024-10-19,1,802421,389052,413368,364736,1775052,3623053,5641263,4960420,2917895,3331263,5835790,7075894,8972526,9118421,12084949,10528737,9847894,10796210,13179158,8461895,5544000,4230947,5714210,6881369
2024-10-20,1,2626105,1677789,1629158,3696000,4230947,7392001,6151895,9094105,3720316,1215789,1021264,851053,802421,1531895,3501474,3768948,1993895,1775052,2747684,2042527,2431580,996947,607895,97263
2024-10-21,1,316104,194526,97263,0,24316,437685,0,0,0,0,0,0,0,0,0,0,0,0,48632,0,2115473,2893578,2480211,2431580
2024-10-22,1,778105,389052,413368,2237053,2893579,2990842,1386000,1361684,559263,0,0,0,97263,24316,340420,437684,389052,1872316,3112421,3039475,2164106,6516632,6905684,9045473
2024-10-23,1,6370736,7343369,7975579,13033264,13738421,17045369,15878210,13957264,12474000,8923895,8729368,6662527,4522738,3963473,4401158,8413263,10407158,10990736,11306842,8850948,6857053,6930000,6054631,6735473
2024-10-24,1,4717263,4984737,6905684,9702000,11039368,12887369,10942105,8996842,9434526,5811474,6322105,1142842,364736,437684,656526,826737,413368,1142842,6930000,7708106,5276526,1896632,170211,0
2024-10-25,1,0,0,0,0,0,0,170211,0,0,0,72948,194526,97263,48632,0,48632,48632,0,48632,0,0,0,145895,24316
2024-10-26,1,0,0,121579,48632,0,48632,0,0,0,0,0,0,0,0,72948,0,0,0,0,0,0,0,0,0
2024-10-27,1,0,0,0,0,0,0,0,0,0,0,364736,607894,413368,1750737,5154947,6711157,5009053,4620000,5738526,5179262,7416316,4133685,2382947,2139789
2024-10-28,1,1142842,413368,656526,2528842,3623053,5179263,5398105,5933053,4376843,2334316,1993895,899684,437684,413368,437684,437684,413368,1118527,2893579,3355578,3039474,2066842,170211,316106
2024-10-29,1,583579,413368,437684,316105,121579,1191474,899684,0,0,0,0,0,0,0,24316,48632,24316,0,0,1167158,1653474,1896632,1191474,364737
2024-10-30,1,413368,48632,437684,1069895,3720316,6054632,7416316,4814527,4425473,2772000,1969579,1215789,875369,583580,2382948,3404210,2577474,2042527,3088105,3282631,3185369,2115474,194527,899684
2024-10-31,1,121579,121579,267473,24316,0,316105,851053,267474,0,24316,0,0,0,0,0,0,0,0,24316,170210,72947,0,24316,0
2024-11-01,1,0,0,0,121579,534947,3623053,2334316,2091158,1920948,2115473,2285684,753789,1799368,2455895,5106317,5252210,3379895,4668631,4814526,7756738,8850948,4984737,5616947,6322105
2024-11-02,1,4790210,2553158,2942210,6370737,6784105,9361578,9774947,10869157,7708105,4401158,2772000,583579,389052,389052,413368,413368,194526,24316,1240105,1580527,1993895,0,0,316105
2024-11-03,1,389053,24316,0,0,0,194526,0,389053,510631,0,170211,97264,0,145895,48632,72948,243157,510633,267474,0,0,0,0,0
2024-11-04,1,0,0,0,0,0,0,0,0,0,0,0,0,291789,413368,1629158,3574421,3234000,1677789,7319053,9580421,11939052,11501368,12036315,10844842
2024-11-05,1,8680737,7829684,8705052,9507473,9677685,9094105,8121474,7781053,7489264,8170105,9434527,7975580,6613894,3355579,8583474,11428420,11622947,15367579,17410105,17142631,17094000,15610736,14030211,14103159
2024-11-06,1,11477053,10066737,9920843,12571263,14103158,15926841,14200422,13373684,9385895,9434526,7513578,2334315,243158,170211,4352527,7440631,10650316,11404106,12765789,10990737,7610842,4547053,4960421,6978632
2024-11-07,1,2212737,1094211,632210,3209685,2407264,4279579,2771999,1629158,607895,24316,72948,291789,291790,437684,413368,437684,413368,2139789,4182316,2747685,4741580,2942210,2504526,3331263
2024-11-08,1,996947,437684,413368,510631,1410316,1191474,1434632,1872316,607895,0,0,0,0,0,24316,0,48632,0,0,0,0,0,0,0
2024-11-09,1,0,0,0,364737,778105,802421,972631,1288737,972632,145895,97263,72948,0,0,0,0,0,0,48632,0,0,0,0,0
2024-11-10,1,0,0,0,0,48632,0,72947,1531895,1920948,1264421,389052,0,0,0,0,72947,48632,0,24316,0,1021264,194527,1288737,2528841
2024-11-11,1,851053,413368,437684,1920947,4741579,5009052,5203579,6881369,4230946,3233999,2261369,705158,413368,413368,437684,72947,24316,24316,1191474,1434632,948316,0,0,0
2024-11-12,1,0,121579,437684,437684,1799368,4936106,4814526,3574422,3161053,3768947,3987789,1069894,413368,705158,2358631,4255263,4644315,3841894,6686843,4741579,6662526,5057685,3696000,4765894
2024-11-13,1,1215789,413368,437684,437684,680843,1240106,1531894,1775052,486316,0,48632,24316,0,0,267473,437684,437684,194527,1191474,583579,0,0,0,0
2024-11-14,1,0,0,0,0,0,0,0,0,0,0,0,72947,0,0,24316,0,24316,0,2212737,3428526,2139789,0,72948,705157
2024-11-15,1,413368,364737,48632,0,24316,1167158,267474,0,48632,121579,0,0,0,0,0,0,0,0,0,0,0,0,0,607895
2024-11-16,1,24316,0,0,0,0,0,0,0,0,0,0,24316,0,0,0,0,0,145895,437684,729473,1215789,1240105,1483263,2285685
2024-11-17,1,753789,413368,875368,5860106,7586525,15294631,17993684,19501264,17628947,15708000,14200421,8899578,5544000,3234000,7951263,12619895,15343264,15635052,18431369,19039264,19282421,16291579,15221684,14200422
2024-11-18,1,10698946,9945159,9361578,12644211,12498315,14565158,13641158,13008947,12887368,9629052,8705052,6395052,1361686,510631,4012106,8364631,7878316,4620000,7416316,8875263,7926948,5616948,3063789,2699053
2024-11-19,1,753789,413368,437684,413368,2553158,4838841,3598736,2382947,924000,48632,1337368,632210,437684,413368,437684,680842,97263,0,1191474,1434632,1458948,1142842,1507579,1750736
2024-11-20,1,656526,437684,437684,559263,2237053,4401158,5276526,4571369,2723368,2261368,3185369,1920946,1653473,1386000,5446737,6151894,6322105,7489263,8243052,8413263,7683789,6613895,4474105,6127579
2024-11-21,1,3817579,2334316,2115475,3623053,4863159,6540948,5519685,4376842,2771999,802422,1288736,632210,437684,316105,413368,413368,486316,2018210,3696000,3866211,5373789,4036421,3063790,2650420
2024-11-22,1,1069895,583580,1069895,4911789,4668633,5154947,5081999,6808421,8194421,6881369,7416315,4571368,2942210,4668631,9750632,11866105,10018105,8705052,7902632,10480104,11622947,9531790,5495368,7537895
2024-11-23,1,6103263,3817580,3233999,4303895,4498421,6273474,8072843,7805368,5908737,4960421,4668632,2407264,1920948,1580526,4522737,5009053,4182316,3379895,3817579,4376843,4376843,2455894,1410316,1507579
2024-11-24,1,656526,437684,437684,437684,1410315,3574420,3574420,2990842,1337369,170210,826737,753789,437684,413368,437684,1094210,0,0,1191474,1434632,1920947,1896631,2699053,3598737
2024-11-25,1,1045579,437684,437684,1580526,3817579,7270422,8072843,8875263,6176211,6613896,8729368,5835789,4790211,7975578,13349369,11550000,11355473,13276421,16145684,16948105,14832632,13811369,12279474,11695895
2024-11-26,1,5908737,851053,462000,4255263,7683789,12863053,13422315,15367579,13689790,13470948,14176105,10771894,10723263,9920842,11695895,11209579,10285579,10455789,10601684,11015052,11015053,7051579,5762842,5082001
2024-11-27,1,3574421,4206631,3234000,4547052,6322105,9045474,6711158,7294737,3282632,6395053,6565263,8024211,7221790,7197474,8972527,9312948,9434526,10844843,12984632,12401053,8121473,8291684,6808420,8729368
2024-11-28,1,5519685,5738527,6662526,10018106,8753684,11720210,8534841,4887474,3598738,5373789,5154948,3768947,4522738,1191474,5835789,6224842,3671684,6589578,11209579,14929895,15343263,14127473,12376736,11671579
2024-11-29,1,7854000,5179264,6103264,7392000,9507474,12279474,11233894,14030211,13252105,11282526,10261263,9556105,8996842,9191367,12887368,12717157,13373684,13276421,14151789,13154842,14565158,12206527,11452737,10042422
2024-11-30,1,6711158,5616947,5543999,4984736,6686842,7829684,7075895,6443684,4303895,3112422,2772000,778105,462000,437684,559264,2893579,3136736,2091158,3039473,1531895,1386000,583579,0,0
2024-12-01,1,0,0,0,0,0,0,0,0,486316,1848000,1823684,705158,462000,389052,437684,340421,121579,0,1167158,1410316,462000,705159,316106,72948
2024-12-02,1,0,0,145895,218842,121580,48632,0,0,0,0,0,48632,194527,194527,170211,243158,291790,583579,1507579,1167158,1653473,3282632,6905685,5762841
2024-12-03,1,4814527,3890527,3452842,5154946,5860105,6735474,6346421,7440632,6808421,6954316,7051579,3841896,3866211,4085052,7878316,8607789,10285579,10698946,9240000,6978632,7002948,7683790,7392000,8510526
2024-12-04,1,7392000,6759789,7464947,13349368,11720211,13811368,12352421,10431473,6905684,2601789,3598737,1215791,875368,1775052,4765895,5325158,6443685,4863158,5835790,5398105,5446737,3112421,2553159,3355579
2024-12-05,1,996948,778106,1483263,4595683,5106316,6151895,5081999,5227894,3817579,3720316,4522737,1799369,2407264,3525789,5422421,4887474,4425474,3282631,4863158,6516631,6346421,3841895,3355580,4182316
2024-12-06,1,1361685,1069894,1361684,4960422,5519684,5471052,6468000,5884421,2674736,1507579,1920948,802421,437684,559264,1750737,3987789,3817579,4498420,6784105,6613895,5009053,4522737,3744632,3866212
2024-12-07,1,1045579,413368,413368,2796316,4668632,5033368,4328211,3598737,1775052,48632,0,0,194526,24316,218843,340421,194527,2407264,5860105,10309895,11477053,12303789,12401052,13300736
2024-12-08,1,10577368,9799264,11282526,15245999,15027158,15659368,14662420,15610736,14297684,13276421,12352420,9872210,9361580,9215684,13106211,13519579,13884315,12133579,12401052,9531790,7829685,5252211,4595684,4595685
2024-12-09,1,1556210,486316,437684,1313053,2601790,4936105,6638210,4863159,2917894,2164106,1264421,583579,437684,413368,1313053,2772000,3185368,2674737,3525790,4401158,5641263,3161053,1702106,1069894
2024-12-10,1,583579,413368,437684,437684,2139789,5641263,6468000,4936106,4255263,2772000,2723367,656526,437684,413368,1677790,3841894,3793264,2990841,4595685,3088106,3404210,3939158,3477158,3890527
2024-12-11,1,1142842,851053,729475,3939158,4571368,6492316,9215685,8826632,7367685,6322105,6151894,5179263,3793262,4571369,8315999,7635159,8486211,7221789,11258211,13495263,14249053,12814421,14638105,12230843
2024-12-12,1,9969473,9240000,8437579,10455789,11866105,10212632,9896527,9823579,6346422,7756737,7416315,3841895,2966527,2091157,6127579,8097158,7270421,6006000,6492316,10285578,7100209,4571369,5762842,6078947
2024-12-13,1,2869263,1677790,1580527,4668632,3987790,6540948,4644316,4449790,5568317,4230947,4230947,2164106,1945263,3112421,6784106,8218736,9069789,9410209,12741474,14808316,18577264,14613789,12887369,11233895
2024-12-14,1,6249158,6759789,6638210,9215684,12376737,11841789,14054526,13592526,13276421,12012000,12765790,9993790,8802316,8388947,12036316,11720210,11112316,8437579,7756736,6930001,6589580,6078948,4887474,5933053
2024-12-15,1,2942210,3671684,4230948,7343368,8048527,10917790,11088000,10407158,9774947,9288632,9312947,6054632,5544001,6832737,10626000,11598632,10164000,9288632,8243053,9264316,7416315,6322106,7586526,7100210
2024-12-16,1,3234001,2018211,2747684,5227895,5081999,6468000,4401157,4182316,2942211,1434632,1507580,851052,413368,413368,1702106,2869264,3015158,2407263,3477159,3282630,3671684,2893579,1993895,1945264
2024-12-17,1,705158,437684,413368,437684,2164106,4887473,4863157,4717263,1799368,291790,291790,559263,340421,413368,1750737,1385999,2018211,2261370,3623053,5106316,5446737,4328210,2723368,3258315
2024-12-18,1,680842,486316,583580,3647368,4838842,8267368,8559158,12498316,11088001,12230842,12182210,9167053,8243054,7975578,11063684,12084947,11671580,11574316,14103158,15416211,15562106,13932946,13057580,13252105
2024-12-19,1,9653369,9045473,9191368,12717159,13203473,14881263,12960316,10455790,6200526,5130631,5471053,1702106,583579,413368,948317,1653474,2139789,1556211,1799368,2139789,2455895,924000,0,0
2024-12-20,1,0,48632,389052,437684,972632,1556210,924000,1385999,607894,0,0,0,0,48632,340421,340421,389052,170211,802421,316106,0,0,0,0
2024-12-21,1,243158,462000,437684,437684,2528841,6468000,6832737,9385895,10212631,12936000,12960317,9969474,9458843,9823579,13033263,13616842,13884315,13422316,14929895,15318948,14808316,14565158,13276421,13884315
2024-12-22,1,9264316,7635159,7294737,11063685,11744526,14103158,14735369,16461790,15367580,13543895,14662421,10698948,8875263,8705052,13130526,13665474,14443579,13762736,15513472,15562105,13227790,8729369,5325158,5665580
2024-12-23,1,899684,534948,486316,4157999,4060737,7781052,7829684,7027264,5398105,4717264,4133684,972631,437684,437684,1507579,3866210,5057684,4230947,5349473,6297789,4474106,3890526,3379894,3574422
2024-12-24,1,1556210,705159,1264420,5203578,5422420,8559158,8024211,8680736,4668631,4498421,3987790,1069894,413368,437684,1872315,4206631,4498421,3185368,3404211,4352527,4230948,2188421,1264421,340421
2024-12-25,1,72948,243159,389052,364736,437684,632211,364738,364736,170211,0,0,170211,413368,72948,0,0,0,48632,729473,1215789,802421,559264,48632,97264
2024-12-26,1,0,194526,267473,462000,4085053,9799263,9142736,8437580,8778000,10042422,10382842,7367683,4984737,4668631,9872210,14176105,14249052,15391895,16996738,17896420,18601579,16753579,15464842,15343263
2024-12-27,1,11695894,12474000,11355474,15002843,14735369,17726210,19476948,16413157,13908632,12644211,11477054,8802316,7440632,7537895,9264315,10601684,10261264,10115368,11355474,12571264,12619895,10990737,10990737,11720210
2024-12-28,1,9531790,8948211,9677684,13495263,14151789,16583369,16315895,15975474,13276421,11574316,10723263,9847895,8632105,8753684,12084948,13203474,12328105,12303790,13008948,12109263,10990736,10334211,8413264,7854000
2024-12-29,1,4376842,2869263,2431579,3890527,4012106,5689895,5057685,3501474,2820631,851053,972631,510631,316105,170211,121580,48632,0,0,534947,0,0,0,0,194527
2024-12-30,1,24316,389053,437684,437684,1580526,3063789,2650421,1167158,1264422,1385999,851053,534947,389052,413368,316105,364736,340421,145895,1386000,1580526,826738,802421,729475,1556210
2024-12-31,1,705158,1726422,2699053,7440631,10309894,12863053,17677579,17410106,16340211,16121368,13373684,8607791,2553159,607894,4109367,11160947,12255158,10942105,9993789,7586526,6954317,5689894,4936106,5057685
2025-01-01,1,2723369,2553159,3039473,4060736,4644315,5154949,5082000,3890527,2382946,875368,1653474,632210,437684,437684,437684,437684,1580526,1313053,1823684,2699053,2990843,2431578,1434632,1653474
2025-01-02,1,632210,437684,413368,486316,2285684,3428527,3233999,3744632,1702106,145896,1580527,607894,437684,437684,486316,3136737,4522737,4668631,6857053,7683789,8364632,9045473,8170105,7610842
2025-01-03,1,2990843,3209685,5009053,10285578,12960316,15975473,16413158,14662420,14419263,10893473,8996841,5398105,3452842,3015158,6978631,7708105,8364631,8461895,10577368,9167052,6832738,5057684,3817579,3525789
2025-01-04,1,1045579,413368,437684,948316,2723368,5130631,5349473,5884422,4741579,2455895,1531895,534947,437684,437684,413368,437684,437684,656527,2601789,2553158,1288736,316106,316105,364738
2025-01-05,1,48632,170210,437684,364736,340421,802421,194527,705158,194527,340421,291790,486316,316105,170210,0,0,0,0,607895,24316,0,0,24316,121580
2025-01-06,1,194526,462000,462000,462000,1337368,4595685,5933052,4790210,6127579,6784105,9458842,7075895,8948211,10188315,13714105,14224737,14516526,14322000,17021053,17385789,17337157,15197368,13446632,13811368
2025-01-07,1,9458843,6881368,6638211,9385895,10893474,13787052,14589474,15489158,13373684,12692842,12182210,8996841,8486211,7319052,11720211,12863053,13154842,13106210,14540842,12255158,13787052,9920842,10553052,9847895
2025-01-08,1,6832737,4911790,5568316,8656421,7708106,8340317,7489263,5908736,3355578,1045579,121579,24316,121580,243158,97264,340421,607895,1653474,6078947,5714210,8218737,11039368,12960316,13908631
2025-01-09,1,9799263,9677684,9580421,13470948,13932948,14808316,15562105,14249053,13860000,11647263,12328105,9653369,9896526,10820527,13641158,15294632,14273368,14297684,15805263,14346316,14151789,12644210,12960316,13130527
2025-01-10,1,10504421,9847894,10528737,11671578,12230843,12036316,12401052,14054526,9312947,8486211,8559158,7562211,6565263,6662526,8194421,7829683,9653368,9361579,5616948,7999895,8097158,8486210,6930000,5592633
2025-01-11,1,7051578,6516632,6759790,4790211,5057685,5349475,3695999,5835788,5276526,5106315,3914842,3379895,4376842,4863158,5009053,5446737,4352526,4303895,4595684,2893579,3404211,2310000,3112421,2699052
2025-01-12,1,2747684,3598737,4352527,4814527,4838841,7343369,7173158,6613894,5422421,3428527,3258316,2480211,2066842,2091158,2699053,4717262,4595684,3039474,3063790,2772001,4668631,3793263,4644316,4376843
2025-01-13,1,3136737,3574422,826738,1920948,1750737,3088105,3550106,3404211,1847999,778105,778106,243157,413368,145895,121579,170211,72948,0,437684,0,0,0,0,413368
2025-01-14,1,510632,437684,462000,170212,291790,1264420,24316,0,0,0,97264,364736,267474,145895,194527,243158,170211,72948,316106,0,121580,1945264,5957369,9288632
2025-01-15,1,8632106,10164000,11379789,16097053,15537789,17799159,15926842,16218631,14735369,13616842,13860000,9993790,10066736,11258210,13154842,15027158,14589475,14735368,14613790,15878210,15659368,12838737,9264316,8291684
2025-01-16,1,4595684,3234000,1483263,4328211,3428526,6078947,5422421,5106315,4230947,2942210,2674737,851052,778105,1021264,4765895,5592632,4230947,3963474,5762842,4449790,4328211,4692947,4012105,3817579
2025-01-17,1,1069895,413368,413368,2553158,3695999,4717263,4936105,3914843,3550104,2796316,2066843,753789,437684,437684,972632,3258316,3452842,2504526,2699053,2966526,2990842,1629158,1361684,1191474
2025-01-18,1,510631,437684,413368,437684,924001,1969579,1556211,632210,72947,0,0,0,97263,0,0,48632,24316,0,0,0,24316,0,121579,0
2025-01-19,1,0,0,0,0,0,0,0,0,0,0,0,24316,0,72948,121580,145895,72948,340421,267474,145895,243158,0,0,0
2025-01-20,1,0,24316,24316,145895,437684,1361684,1556211,1458947,1799368,1434631,1823684,680842,437684,462000,2018211,4498421,3574420,4109368,5665579,7367685,9094105,7659474,5495369,5057684
2025-01-21,1,2844949,2115474,2066843,4206630,4620000,6978631,6224842,4060737,2285684,1945263,2382948,802421,413368,437684,534947,3136738,3161052,2626105,4279579,5203579,6127579,2139789,24316,0
2025-01-22,1,0,194526,316105,437684,1142842,2966526,778105,0,24316,145896,486317,316105,121580,97264,194526,48632,0,0,194526,0,243158,1993895,1386001,826737
2025-01-23,1,437684,194527,72948,0,316105,486316,0,24316,24316,48632,364738,462000,437684,170211,316105,389052,462000,607895,1750737,851053,0,0,0,170211
2025-01-24,1,656526,437684,437684,437684,1069895,1386000,1580526,3209684,2139789,72947,0,145895,437684,437684,437684,437684,437684,1969579,4887473,4401159,5981685,6735474,3525790,3015158
2025-01-25,1,1118526,413368,413368,2066843,1313053,3282632,3574421,3817579,3234000,4109369,4401159,1118526,1580526,1629158,6249157,7124526,6395052,6565262,6054632,8316001,10577369,8316001,6686842,3209683
2025-01-26,1,948316,316105,413368,389052,1993895,5082000,4158000,2747684,1240105,1094210,753789,48632,121579,413368,316105,316105,267474,72948,826737,0,170210,437684,656526,243158
2025-01-27,1,97263,0,0,1677789,5179263,5082000,3647368,9653368,15148736,11549999,12935999,9969474,6978632,10018105,14394947,12936000,13762737,13689789,14832631,15489158,12206527,10528737,9629053,10212631
2025-01-28,1,8510527,7781052,6127579,9653368,12255158,14078843,15027158,14200422,12279475,9167053,10480106,7902632,8948210,8072841,11063685,11744526,12230843,14638105,15683684,14759684,15027158,16242947,14881264,13227790
2025-01-29,1,9556105,10212631,10723263,12984632,13422316,15027159,14540843,14176105,11793158,11306842,11112315,9094105,7975579,7489263,12765789,10796211,12084948,11914738,9969474,10309895,9653368,6151894,4425474,2237054
2025-01-30,1,607894,437684,413368,364737,0,1167158,462000,437685,170211,97263,0,0,0,0,24316,0,0,0,0,121579,1483263,1920948,1896632,1920948
2025-01-31,1,729473,899685,826736,3039474,3379894,5616948,6127579,4887474,3841895,3331264,4741578,1945263,3161052,4644316,8559158,8388948,6905685,8607788,10893473,16996737,16583369,12060631,10164001,12449685
