,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위)
9717,수원,2022-02-09 22:00,0.8,,0.9,270.0,66.0,1018.7,,,,10.0
9718,수원,2022-02-09 23:00,0.1,,0.8,250.0,67.0,1018.6,,,,10.0
9719,수원,2022-02-10 00:00,-0.3,,1.0,270.0,69.0,1018.6,,,,9.0
9720,수원,2022-02-10 01:00,-0.9,,0.4,0.0,69.0,1018.5,,,,8.0
9721,수원,2022-02-10 02:00,-1.3,,0.3,0.0,72.0,1018.5,,,,9.0
9722,수원,2022-02-10 03:00,-2.3,,1.1,250.0,74.0,1018.6,,,,7.0
9723,수원,2022-02-10 04:00,-3.4,,0.4,0.0,79.0,1018.5,,,,4.0
9724,수원,2022-02-10 05:00,-4.0,,1.1,270.0,80.0,1018.3,,,,5.0
9725,수원,2022-02-10 06:00,-4.0,,0.7,270.0,79.0,1018.4,,,,6.0
9726,수원,2022-02-10 07:00,-3.7,,0.1,0.0,80.0,1018.4,,,,6.0
9727,수원,2022-02-10 08:00,-3.6,,1.1,290.0,80.0,1018.8,0.1,0.02,,2.0
9728,수원,2022-02-10 09:00,-1.1,,0.4,0.0,72.0,1019.2,1.0,0.49,,0.0
9729,수원,2022-02-10 10:00,2.3,,1.0,200.0,56.0,1019.2,1.0,1.08,,0.0
9730,수원,2022-02-10 11:00,3.9,,2.4,290.0,41.0,1019.3,1.0,1.67,,0.0
9731,수원,2022-02-10 12:00,5.7,,1.9,270.0,33.0,1018.9,1.0,2.02,,0.0
9732,수원,2022-02-10 13:00,6.3,,3.3,290.0,34.0,1018.2,1.0,2.26,,0.0
9733,수원,2022-02-10 14:00,6.5,,4.2,270.0,40.0,1017.9,1.0,2.1,,0.0
9734,수원,2022-02-10 15:00,6.2,,4.6,270.0,45.0,1018.0,1.0,1.91,,0.0
9735,수원,2022-02-10 16:00,6.3,,3.7,290.0,46.0,1017.7,1.0,1.44,,0.0
9736,수원,2022-02-10 17:00,5.7,,3.0,270.0,48.0,1017.8,1.0,0.8,,0.0
9737,수원,2022-02-10 18:00,3.6,,2.6,270.0,59.0,1018.2,0.7,0.19,,0.0
9738,수원,2022-02-10 19:00,2.0,,0.8,160.0,66.0,1018.8,0.0,0.0,,0.0
9739,수원,2022-02-10 20:00,1.0,,0.8,270.0,75.0,1019.3,,,,0.0
9740,수원,2022-02-10 21:00,1.1,,1.5,250.0,80.0,1019.8,,,,0.0
9741,수원,2022-02-10 22:00,0.0,,0.6,270.0,86.0,1020.3,,,,0.0
9742,수원,2022-02-10 23:00,-0.6,,1.2,320.0,90.0,1020.3,,,,0.0
9743,수원,2022-02-11 00:00,-0.9,,1.8,140.0,91.0,1020.2,,,,0.0
9744,수원,2022-02-11 01:00,-2.3,,0.5,250.0,94.0,1020.3,,,,6.0
9745,수원,2022-02-11 02:00,-2.9,,0.2,0.0,96.0,1020.1,,,,6.0
9746,수원,2022-02-11 03:00,-3.2,,0.0,0.0,97.0,1020.4,,,,3.0
9747,수원,2022-02-11 04:00,-3.4,,0.0,0.0,97.0,1020.4,,,,2.0
9748,수원,2022-02-11 05:00,-2.7,,0.0,0.0,96.0,1020.8,,,,4.0
9749,수원,2022-02-11 06:00,-2.9,,0.3,0.0,97.0,1021.8,,,,7.0
9750,수원,2022-02-11 07:00,-2.4,,0.6,290.0,97.0,1022.2,,,,8.0
9751,수원,2022-02-11 08:00,-2.9,,0.5,270.0,99.0,1022.7,0.0,0.0,,10.0
9752,수원,2022-02-11 09:00,-2.3,,0.3,0.0,100.0,1023.7,0.0,0.16,,10.0
9753,수원,2022-02-11 10:00,-0.4,,1.1,160.0,100.0,1023.8,0.3,0.61,,0.0
9754,수원,2022-02-11 11:00,3.2,,1.0,140.0,87.0,1023.5,1.0,1.54,,0.0
9755,수원,2022-02-11 12:00,5.4,,0.7,140.0,57.0,1023.4,1.0,1.92,,0.0
9756,수원,2022-02-11 13:00,7.4,,1.4,250.0,46.0,1022.5,1.0,2.09,,0.0
9757,수원,2022-02-11 14:00,8.2,,1.8,270.0,38.0,1021.5,1.0,2.03,,0.0
9758,수원,2022-02-11 15:00,8.6,,3.0,290.0,33.0,1021.0,1.0,1.75,,0.0
9759,수원,2022-02-11 16:00,8.1,,3.6,290.0,33.0,1021.0,1.0,1.32,,0.0
9760,수원,2022-02-11 17:00,7.7,,2.9,290.0,34.0,1020.9,0.6,0.63,,4.0
9761,수원,2022-02-11 18:00,6.0,,2.9,270.0,44.0,1021.4,0.3,0.14,,2.0
9762,수원,2022-02-11 19:00,4.2,,0.1,0.0,51.0,1021.7,0.0,0.0,,6.0
9763,수원,2022-02-11 20:00,3.8,,1.3,320.0,56.0,1021.7,,,,6.0
9764,수원,2022-02-11 21:00,3.4,,1.3,340.0,61.0,1021.4,,,,7.0
9765,수원,2022-02-11 22:00,2.9,,1.3,340.0,64.0,1021.5,,,,9.0
9766,수원,2022-02-11 23:00,1.9,,0.8,290.0,70.0,1021.9,,,,8.0
9767,수원,2022-02-12 00:00,1.9,,0.3,0.0,76.0,1022.4,,,,8.0
9768,수원,2022-02-12 01:00,1.7,,0.2,0.0,77.0,1022.2,,,,10.0
9769,수원,2022-02-12 02:00,1.2,,0.0,0.0,81.0,1022.0,,,,10.0
9770,수원,2022-02-12 03:00,1.0,,0.5,250.0,86.0,1021.9,,,,9.0
9771,수원,2022-02-12 04:00,0.2,,1.0,110.0,88.0,1021.3,,,,9.0
9772,수원,2022-02-12 05:00,-0.6,,0.7,70.0,90.0,1021.4,,,,9.0
9773,수원,2022-02-12 06:00,-1.4,,0.2,0.0,93.0,1021.5,,,,4.0
9774,수원,2022-02-12 07:00,-1.9,,0.8,270.0,95.0,1021.5,,,,4.0
9775,수원,2022-02-12 08:00,-1.6,,0.7,340.0,94.0,1022.0,0.0,0.01,,6.0
9776,수원,2022-02-12 09:00,1.0,,0.0,0.0,88.0,1022.4,0.6,0.48,,1.0
9777,수원,2022-02-12 10:00,3.6,,0.8,200.0,75.0,1022.5,1.0,1.15,,0.0
9778,수원,2022-02-12 11:00,5.6,,1.2,250.0,58.0,1022.2,1.0,1.65,,0.0
9779,수원,2022-02-12 12:00,7.7,,0.7,200.0,44.0,1021.3,1.0,2.1,,0.0
9780,수원,2022-02-12 13:00,8.7,,2.0,270.0,32.0,1020.1,1.0,2.29,,0.0
9781,수원,2022-02-12 14:00,10.2,,2.5,320.0,26.0,1019.4,1.0,2.16,,1.0
9782,수원,2022-02-12 15:00,10.3,,2.8,320.0,21.0,1018.8,1.0,1.87,,0.0
9783,수원,2022-02-12 16:00,9.8,,2.6,340.0,18.0,1018.8,1.0,1.42,,2.0
9784,수원,2022-02-12 17:00,9.5,,3.0,320.0,21.0,1018.4,1.0,0.88,,0.0
9785,수원,2022-02-12 18:00,7.1,,1.0,270.0,32.0,1018.4,0.8,0.23,,3.0
9786,수원,2022-02-12 19:00,4.6,,1.8,250.0,53.0,1018.6,0.0,0.0,,6.0
9787,수원,2022-02-12 20:00,3.4,,0.8,270.0,56.0,1018.5,,,,7.0
9788,수원,2022-02-12 21:00,2.2,,1.0,270.0,66.0,1018.8,,,,4.0
9789,수원,2022-02-12 22:00,1.7,,0.0,0.0,69.0,1019.0,,,,5.0
9790,수원,2022-02-12 23:00,0.7,,1.0,290.0,73.0,1019.1,,,,6.0
9791,수원,2022-02-13 00:00,0.9,,1.3,110.0,72.0,1018.9,,,,7.0
9792,수원,2022-02-13 01:00,0.0,,0.0,0.0,75.0,1018.4,,,,8.0
9793,수원,2022-02-13 02:00,-0.2,,1.5,140.0,76.0,1018.7,,,,8.0
9794,수원,2022-02-13 03:00,-0.5,,1.2,290.0,79.0,1018.7,,,,8.0
9795,수원,2022-02-13 04:00,-0.9,,0.1,0.0,82.0,1017.9,,,,9.0
9796,수원,2022-02-13 05:00,-0.4,,0.3,0.0,81.0,1017.9,,,,9.0
9797,수원,2022-02-13 06:00,-0.5,,0.5,290.0,79.0,1017.9,,,,9.0
9798,수원,2022-02-13 07:00,-0.8,,0.7,320.0,80.0,1017.9,,,,9.0
9799,수원,2022-02-13 08:00,0.2,,0.6,270.0,75.0,1018.5,0.0,0.01,,7.0
9800,수원,2022-02-13 09:00,2.4,,0.1,0.0,65.0,1018.2,0.4,0.34,,0.0
9801,수원,2022-02-13 10:00,6.6,,1.5,90.0,45.0,1018.0,1.0,1.02,,5.0
9802,수원,2022-02-13 11:00,7.9,,1.9,110.0,47.0,1018.0,0.7,1.34,,9.0
9803,수원,2022-02-13 12:00,9.4,,1.1,50.0,45.0,1017.9,0.9,1.66,,10.0
9804,수원,2022-02-13 13:00,9.8,,1.2,110.0,37.0,1016.8,0.1,1.37,,10.0
9805,수원,2022-02-13 14:00,10.3,,2.4,340.0,34.0,1016.6,0.1,1.31,,10.0
9806,수원,2022-02-13 15:00,10.1,,3.1,320.0,32.0,1016.4,0.0,1.11,,10.0
9807,수원,2022-02-13 16:00,10.0,,2.0,360.0,31.0,1016.2,0.0,0.81,,10.0
9808,수원,2022-02-13 17:00,9.7,,0.8,360.0,33.0,1015.8,0.8,0.71,,6.0
9809,수원,2022-02-13 18:00,8.3,,1.6,360.0,35.0,1015.6,0.6,0.21,,2.0
9810,수원,2022-02-13 19:00,6.0,,0.2,0.0,42.0,1016.2,0.0,0.0,,0.0
9811,수원,2022-02-13 20:00,4.7,,0.4,0.0,47.0,1016.6,,,,1.0
9812,수원,2022-02-13 21:00,3.2,,1.2,290.0,53.0,1016.7,,,,0.0
9813,수원,2022-02-13 22:00,1.4,,0.7,320.0,59.0,1016.8,,,,0.0
9814,수원,2022-02-13 23:00,0.4,,1.0,290.0,64.0,1016.8,,,,0.0
9815,수원,2022-02-14 00:00,-0.7,,1.0,290.0,66.0,1017.0,,,,0.0
9816,수원,2022-02-14 01:00,-0.9,,0.7,290.0,70.0,1017.2,,,,0.0
9817,수원,2022-02-14 02:00,-1.4,,1.1,290.0,70.0,1017.5,,,,0.0
9818,수원,2022-02-14 03:00,-1.5,,0.1,0.0,71.0,1017.3,,,,0.0
9819,수원,2022-02-14 04:00,-1.5,,0.7,290.0,74.0,1016.7,,,,0.0
9820,수원,2022-02-14 05:00,-1.5,,0.0,0.0,74.0,1016.5,,,,0.0
9821,수원,2022-02-14 06:00,-2.7,,1.3,290.0,81.0,1016.6,,,,0.0
9822,수원,2022-02-14 07:00,-2.4,,0.4,0.0,83.0,1016.4,,,,0.0
9823,수원,2022-02-14 08:00,-1.5,,0.5,290.0,79.0,1016.5,0.0,0.03,,1.0
9824,수원,2022-02-14 09:00,1.8,,0.9,110.0,68.0,1016.8,0.5,0.45,,7.0
9825,수원,2022-02-14 10:00,4.5,,1.1,160.0,62.0,1016.5,1.0,0.98,,9.0
9826,수원,2022-02-14 11:00,5.3,,1.4,160.0,61.0,1016.5,0.3,0.87,,9.0
9827,수원,2022-02-14 12:00,6.9,,1.5,140.0,54.0,1015.9,0.3,1.16,,8.0
9828,수원,2022-02-14 13:00,8.7,,3.5,230.0,41.0,1014.8,1.0,1.78,,9.0
9829,수원,2022-02-14 14:00,9.3,,4.3,250.0,40.0,1013.8,0.6,1.44,,9.0
9830,수원,2022-02-14 15:00,8.2,,4.1,270.0,44.0,1013.7,0.2,1.21,,9.0
9831,수원,2022-02-14 16:00,5.5,,4.6,290.0,73.0,1014.4,0.0,0.65,,10.0
9832,수원,2022-02-14 17:00,3.3,,3.4,250.0,89.0,1014.4,0.0,0.06,,10.0
9833,수원,2022-02-14 18:00,2.1,1.3,4.2,270.0,93.0,1014.7,0.0,0.0,,10.0
9834,수원,2022-02-14 19:00,2.0,,4.2,270.0,88.0,1015.2,0.0,0.0,,9.0
9835,수원,2022-02-14 20:00,1.2,,5.7,270.0,74.0,1015.8,,,,9.0
9836,수원,2022-02-14 21:00,0.6,0.4,5.7,270.0,73.0,1016.2,,,,9.0
9837,수원,2022-02-14 22:00,0.3,,4.2,270.0,66.0,1016.7,,,,2.0
9838,수원,2022-02-14 23:00,0.0,,4.7,290.0,64.0,1016.6,,,,9.0
9839,수원,2022-02-15 00:00,-0.3,0.0,3.4,270.0,64.0,1016.7,,,,10.0
9840,수원,2022-02-15 01:00,-0.7,,3.7,290.0,62.0,1016.9,,,,9.0
9841,수원,2022-02-15 02:00,-0.7,,2.3,290.0,65.0,1016.8,,,,10.0
9842,수원,2022-02-15 03:00,-1.6,0.0,3.0,290.0,70.0,1016.8,,,,10.0
9843,수원,2022-02-15 04:00,-2.3,,3.5,290.0,72.0,1016.3,,,,10.0
9844,수원,2022-02-15 05:00,-2.9,,3.8,290.0,76.0,1016.8,,,,10.0
9845,수원,2022-02-15 06:00,-3.8,0.0,4.5,290.0,73.0,1017.3,,,,10.0
9846,수원,2022-02-15 07:00,-4.4,,2.4,320.0,71.0,1017.5,,,,9.0
9847,수원,2022-02-15 08:00,-4.5,,3.1,320.0,70.0,1017.8,0.0,0.01,,8.0
9848,수원,2022-02-15 09:00,-4.3,0.0,3.7,290.0,69.0,1018.3,0.0,0.27,,9.0
9849,수원,2022-02-15 10:00,-4.2,,5.0,290.0,64.0,1018.5,0.2,0.62,,8.0
9850,수원,2022-02-15 11:00,-3.7,,4.6,270.0,61.0,1018.5,0.7,1.14,,8.0
9851,수원,2022-02-15 12:00,-3.6,0.0,5.5,290.0,58.0,1018.4,0.5,1.3,,7.0
9852,수원,2022-02-15 13:00,-3.3,,4.1,290.0,58.0,1017.6,0.6,1.27,,8.0
9853,수원,2022-02-15 14:00,-3.8,,5.3,290.0,58.0,1017.1,0.5,1.23,,7.0
9854,수원,2022-02-15 15:00,-3.3,0.0,4.6,290.0,54.0,1016.8,0.6,0.91,,7.0
9855,수원,2022-02-15 16:00,-3.3,,5.2,270.0,49.0,1017.0,0.4,0.73,,7.0
9856,수원,2022-02-15 17:00,-3.3,,4.5,270.0,49.0,1017.3,1.0,0.66,,6.0
9857,수원,2022-02-15 18:00,-3.7,0.0,3.7,270.0,50.0,1017.3,1.0,0.27,,4.0
9858,수원,2022-02-15 19:00,-4.4,,3.2,270.0,50.0,1017.7,0.0,0.0,,0.0
9859,수원,2022-02-15 20:00,-4.8,,4.3,290.0,50.0,1018.0,,,,0.0
9860,수원,2022-02-15 21:00,-5.1,,3.6,290.0,50.0,1018.4,,,,0.0
9861,수원,2022-02-15 22:00,-5.7,,3.6,290.0,50.0,1018.6,,,,0.0
9862,수원,2022-02-15 23:00,-6.4,,4.0,320.0,52.0,1018.8,,,,0.0
9863,수원,2022-02-16 00:00,-7.1,,3.1,320.0,53.0,1018.9,,,,0.0
9864,수원,2022-02-16 01:00,-7.3,,2.4,320.0,53.0,1019.0,,,,
9865,수원,2022-02-16 02:00,-7.7,,1.5,320.0,56.0,1019.0,,,,0.0
9866,수원,2022-02-16 03:00,-8.0,,1.4,340.0,59.0,1019.1,,,,0.0
9867,수원,2022-02-16 04:00,-8.6,,0.8,320.0,63.0,1018.8,,,,3.0
9868,수원,2022-02-16 05:00,-8.5,,1.3,320.0,65.0,1019.2,,,,6.0
9869,수원,2022-02-16 06:00,-7.7,,1.8,320.0,65.0,1019.2,,,,5.0
9870,수원,2022-02-16 07:00,-7.5,,2.7,320.0,68.0,1019.2,,,,6.0
9871,수원,2022-02-16 08:00,-7.7,,3.5,320.0,64.0,1019.7,0.0,0.02,,4.0
9872,수원,2022-02-16 09:00,-7.2,0.0,4.0,320.0,56.0,1020.3,1.0,0.56,,5.0
9873,수원,2022-02-16 10:00,-6.5,,3.1,290.0,57.0,1020.5,0.8,0.92,,7.0
9874,수원,2022-02-16 11:00,-5.9,,5.1,290.0,49.0,1020.5,0.8,1.37,,2.0
9875,수원,2022-02-16 12:00,-5.2,,4.3,290.0,45.0,1020.0,1.0,2.04,,3.0
9876,수원,2022-02-16 13:00,-4.6,,4.9,270.0,42.0,1019.3,1.0,2.63,,2.0
9877,수원,2022-02-16 14:00,-4.7,,5.8,270.0,41.0,1018.8,1.0,2.46,,2.0
9878,수원,2022-02-16 15:00,-4.0,,5.3,270.0,41.0,1018.4,1.0,2.16,,3.0
9879,수원,2022-02-16 16:00,-4.5,,5.6,270.0,41.0,1018.0,1.0,1.41,,4.0
9880,수원,2022-02-16 17:00,-4.5,,5.6,290.0,41.0,1018.1,1.0,0.85,,5.0
9881,수원,2022-02-16 18:00,-5.3,,6.1,290.0,41.0,1018.3,0.3,0.16,,4.0
9882,수원,2022-02-16 19:00,-5.5,,5.0,290.0,40.0,1018.6,0.0,0.0,,6.0
9883,수원,2022-02-16 20:00,-6.1,,3.7,320.0,43.0,1018.9,,,,0.0
9884,수원,2022-02-16 21:00,-6.9,,3.6,320.0,46.0,1019.5,,,,0.0
9885,수원,2022-02-16 22:00,-8.0,,3.9,320.0,42.0,1020.4,,,,0.0
9886,수원,2022-02-16 23:00,-8.5,,3.7,290.0,49.0,1020.8,,,,0.0
9887,수원,2022-02-17 00:00,-8.7,,3.6,290.0,52.0,1021.3,,,,0.0
9888,수원,2022-02-17 01:00,-8.9,,3.5,320.0,53.0,1021.5,,,,0.0
9889,수원,2022-02-17 02:00,-8.5,,3.6,320.0,49.0,1021.4,,,,0.0
9890,수원,2022-02-17 03:00,-8.4,,4.5,320.0,48.0,1021.6,,,,0.0
9891,수원,2022-02-17 04:00,-8.5,,5.7,320.0,46.0,1021.8,,,,0.0
9892,수원,2022-02-17 05:00,-9.0,,4.0,320.0,45.0,1022.2,,,,0.0
9893,수원,2022-02-17 06:00,-9.4,,2.3,320.0,46.0,1022.6,,,,0.0
9894,수원,2022-02-17 07:00,-9.5,,3.1,320.0,46.0,1022.8,,,,0.0
9895,수원,2022-02-17 08:00,-9.4,,3.2,320.0,45.0,1023.8,0.3,0.05,,0.0
9896,수원,2022-02-17 09:00,-8.8,,3.7,320.0,43.0,1024.5,1.0,0.62,,0.0
9897,수원,2022-02-17 10:00,-7.8,,2.7,320.0,38.0,1024.8,1.0,1.3,,0.0
9898,수원,2022-02-17 11:00,-6.7,,2.7,290.0,35.0,1025.0,1.0,1.93,,0.0
9899,수원,2022-02-17 12:00,-5.2,,3.0,320.0,34.0,1024.4,1.0,2.32,,0.0
9900,수원,2022-02-17 13:00,-3.7,,2.5,340.0,31.0,1023.5,1.0,2.54,,0.0
9901,수원,2022-02-17 14:00,-3.2,,2.9,290.0,30.0,1022.9,1.0,2.51,,1.0
9902,수원,2022-02-17 15:00,-2.7,,2.3,290.0,29.0,1022.9,1.0,2.21,,1.0
9903,수원,2022-02-17 16:00,-1.8,,2.0,340.0,27.0,1023.2,1.0,1.67,,0.0
9904,수원,2022-02-17 17:00,-1.3,,1.4,270.0,32.0,1023.2,1.0,0.99,,0.0
9905,수원,2022-02-17 18:00,-3.0,,2.4,270.0,42.0,1023.9,1.0,0.31,,1.0
9906,수원,2022-02-17 19:00,-4.3,,1.8,270.0,49.0,1024.6,0.0,0.0,,0.0
9907,수원,2022-02-17 20:00,-5.3,,1.7,250.0,54.0,1025.0,,,,0.0
9908,수원,2022-02-17 21:00,-5.9,,1.2,250.0,56.0,1025.8,,,,0.0
9909,수원,2022-02-17 22:00,-6.3,,0.9,250.0,57.0,1026.4,,,,0.0
9910,수원,2022-02-17 23:00,-6.5,,1.1,140.0,61.0,1026.0,,,,0.0
9911,수원,2022-02-18 00:00,-7.9,,0.7,250.0,67.0,1026.3,,,,0.0
9912,수원,2022-02-18 01:00,-8.0,,0.1,0.0,67.0,1026.5,,,,0.0
9913,수원,2022-02-18 02:00,-9.7,,0.7,290.0,76.0,1026.7,,,,0.0
9914,수원,2022-02-18 03:00,-8.8,,0.2,0.0,75.0,1026.2,,,,0.0
9915,수원,2022-02-18 04:00,-9.0,,0.3,0.0,74.0,1026.1,,,,0.0
9916,수원,2022-02-18 05:00,-9.3,,0.3,0.0,76.0,1027.0,,,,0.0
9917,수원,2022-02-18 06:00,-9.5,,1.3,290.0,75.0,1027.4,,,,0.0
9918,수원,2022-02-18 07:00,-9.2,,0.8,290.0,78.0,1028.0,,,,0.0
9919,수원,2022-02-18 08:00,-8.4,,0.2,0.0,74.0,1028.7,0.3,0.07,,0.0
9920,수원,2022-02-18 09:00,-3.8,,2.4,110.0,53.0,1028.1,1.0,0.63,,0.0
9921,수원,2022-02-18 10:00,-1.6,,2.4,110.0,38.0,1027.8,1.0,1.3,,0.0
9922,수원,2022-02-18 11:00,0.2,,1.5,160.0,30.0,1027.6,1.0,1.92,,2.0
9923,수원,2022-02-18 12:00,1.9,,1.8,180.0,26.0,1027.2,1.0,2.32,,1.0
9924,수원,2022-02-18 13:00,3.1,,1.3,160.0,22.0,1025.6,1.0,2.5,,3.0
9925,수원,2022-02-18 14:00,4.0,,2.0,160.0,21.0,1024.4,1.0,2.37,,4.0
9926,수원,2022-02-18 15:00,5.0,,1.6,200.0,18.0,1023.9,1.0,2.09,,5.0
9927,수원,2022-02-18 16:00,5.0,,2.6,180.0,18.0,1023.4,1.0,1.41,,7.0
9928,수원,2022-02-18 17:00,4.5,,2.2,270.0,26.0,1023.4,0.9,0.72,,8.0
9929,수원,2022-02-18 18:00,3.0,,1.7,320.0,29.0,1023.2,0.3,0.21,,6.0
9930,수원,2022-02-18 19:00,1.9,,1.4,320.0,31.0,1023.1,0.0,0.0,,7.0
9931,수원,2022-02-18 20:00,0.2,,0.9,270.0,38.0,1022.7,,,,8.0
9932,수원,2022-02-18 21:00,-0.4,,1.1,250.0,42.0,1022.9,,,,8.0
9933,수원,2022-02-18 22:00,-0.5,,0.9,250.0,43.0,1022.8,,,,10.0
9934,수원,2022-02-18 23:00,-0.7,,0.8,270.0,51.0,1022.3,,,,10.0
9935,수원,2022-02-19 00:00,-0.6,,1.2,290.0,51.0,1021.9,,,,9.0
9936,수원,2022-02-19 01:00,-1.1,,0.7,270.0,60.0,1021.9,,,,10.0
9937,수원,2022-02-19 02:00,-0.8,,1.6,320.0,49.0,1022.1,,,,10.0
9938,수원,2022-02-19 03:00,-1.3,,0.7,340.0,50.0,1021.5,,,,9.0
9939,수원,2022-02-19 04:00,-1.8,,1.1,270.0,55.0,1021.0,,,,9.0
9940,수원,2022-02-19 05:00,-1.3,,1.4,320.0,54.0,1020.7,,,,9.0
9941,수원,2022-02-19 06:00,-1.9,,0.2,0.0,56.0,1020.0,,,,7.0
9942,수원,2022-02-19 07:00,-2.7,,1.4,320.0,61.0,1019.7,,,,7.0
9943,수원,2022-02-19 08:00,-2.2,,1.2,320.0,57.0,1020.0,0.0,0.02,,6.0
9944,수원,2022-02-19 09:00,-0.3,,1.0,290.0,51.0,1021.0,0.1,0.33,,9.0
9945,수원,2022-02-19 10:00,0.2,,2.7,290.0,54.0,1021.1,0.0,0.62,,10.0
9946,수원,2022-02-19 11:00,0.6,,1.4,270.0,58.0,1020.8,0.0,0.54,,10.0
9947,수원,2022-02-19 12:00,1.4,,2.8,320.0,56.0,1020.4,0.0,1.1,,10.0
9948,수원,2022-02-19 13:00,2.1,,2.9,290.0,56.0,1019.3,0.1,1.25,,9.0
9949,수원,2022-02-19 14:00,3.3,,4.1,270.0,51.0,1018.2,0.9,1.71,,7.0
9950,수원,2022-02-19 15:00,3.6,,5.2,270.0,45.0,1017.6,1.0,2.18,,7.0
9951,수원,2022-02-19 16:00,2.6,,4.7,270.0,50.0,1017.3,1.0,1.6,,4.0
9952,수원,2022-02-19 17:00,1.6,,4.7,270.0,55.0,1017.2,1.0,0.87,,6.0
9953,수원,2022-02-19 18:00,-0.2,,4.3,270.0,68.0,1017.4,0.8,0.23,,5.0
9954,수원,2022-02-19 19:00,-0.9,,5.4,290.0,59.0,1017.7,0.0,0.0,,1.0
9955,수원,2022-02-19 20:00,-1.7,,4.6,290.0,63.0,1018.1,,,,5.0
9956,수원,2022-02-19 21:00,-3.1,,5.4,290.0,54.0,1018.6,,,,3.0
9957,수원,2022-02-19 22:00,-4.5,,5.3,320.0,48.0,1019.1,,,,0.0
9958,수원,2022-02-19 23:00,-5.3,,4.2,320.0,51.0,1019.7,,,,0.0
9959,수원,2022-02-20 00:00,-5.4,,2.4,320.0,52.0,1020.0,,,,0.0
9960,수원,2022-02-20 01:00,-5.4,,2.8,320.0,51.0,1020.1,,,,0.0
9961,수원,2022-02-20 02:00,-5.5,,2.8,320.0,54.0,1020.3,,,,0.0
9962,수원,2022-02-20 03:00,-5.8,,3.1,320.0,56.0,1020.2,,,,1.0
9963,수원,2022-02-20 04:00,-6.6,,2.4,320.0,51.0,1019.6,,,,0.0
9964,수원,2022-02-20 05:00,-6.8,,3.5,290.0,51.0,1020.1,,,,0.0
9965,수원,2022-02-20 06:00,-7.3,,3.6,320.0,48.0,1020.5,,,,0.0
9966,수원,2022-02-20 07:00,-7.5,,3.4,320.0,49.0,1020.9,,,,0.0
9967,수원,2022-02-20 08:00,-7.4,,3.4,320.0,49.0,1021.9,0.5,0.07,,0.0
9968,수원,2022-02-20 09:00,-6.3,,5.5,290.0,45.0,1022.7,1.0,0.69,,0.0
9969,수원,2022-02-20 10:00,-5.1,,4.6,320.0,37.0,1023.0,1.0,1.41,,0.0
9970,수원,2022-02-20 11:00,-3.6,,4.5,340.0,32.0,1023.4,1.0,2.02,,0.0
9971,수원,2022-02-20 12:00,-2.9,,5.7,290.0,31.0,1023.2,1.0,2.43,,0.0
9972,수원,2022-02-20 13:00,-2.2,,5.4,290.0,26.0,1022.4,1.0,2.66,,0.0
9973,수원,2022-02-20 14:00,-1.5,,4.7,270.0,28.0,1021.8,1.0,2.56,,0.0
9974,수원,2022-02-20 15:00,-1.7,,5.4,290.0,33.0,1021.5,1.0,2.26,,0.0
9975,수원,2022-02-20 16:00,-0.9,,4.0,270.0,32.0,1021.3,1.0,1.72,,0.0
9976,수원,2022-02-20 17:00,-1.7,,4.7,250.0,42.0,1021.6,1.0,1.05,,0.0
9977,수원,2022-02-20 18:00,-2.5,,4.1,270.0,42.0,1021.9,1.0,0.38,,0.0
9978,수원,2022-02-20 19:00,-3.4,,2.3,250.0,47.0,1022.4,0.0,,,0.0
9979,수원,2022-02-20 20:00,-3.5,,2.8,250.0,53.0,1022.8,,,,0.0
9980,수원,2022-02-20 21:00,-3.4,,2.7,270.0,54.0,1023.4,,,,4.0
9981,수원,2022-02-20 22:00,-3.3,,2.0,270.0,53.0,1024.1,,,,0.0
9982,수원,2022-02-20 23:00,-3.7,,2.3,320.0,53.0,1024.3,,,,2.0
9983,수원,2022-02-21 00:00,-4.4,,1.8,340.0,56.0,1024.3,,,,1.0
9984,수원,2022-02-21 01:00,-5.3,,0.9,320.0,58.0,1024.4,,,,5.0
9985,수원,2022-02-21 02:00,-6.1,,0.5,250.0,61.0,1024.2,,,,0.0
9986,수원,2022-02-21 03:00,-7.0,,0.7,250.0,65.0,1023.7,,,,0.0
9987,수원,2022-02-21 04:00,-7.6,,0.8,290.0,69.0,1023.5,,,,0.0
9988,수원,2022-02-21 05:00,-7.6,,1.4,110.0,70.0,1023.8,,,,0.0
9989,수원,2022-02-21 06:00,-7.3,,1.1,140.0,70.0,1023.6,,,,0.0
9990,수원,2022-02-21 07:00,-7.0,,1.3,160.0,69.0,1023.7,,,,0.0
9991,수원,2022-02-21 08:00,-6.6,,1.7,110.0,70.0,1024.2,0.5,0.08,,0.0
9992,수원,2022-02-21 09:00,-4.0,,1.9,140.0,69.0,1024.3,1.0,0.63,,0.0
9993,수원,2022-02-21 10:00,-1.7,,2.1,160.0,63.0,1023.9,1.0,1.29,,0.0
9994,수원,2022-02-21 11:00,0.1,,2.6,160.0,58.0,1023.2,0.9,1.51,,8.0
9995,수원,2022-02-21 12:00,1.9,0.0,4.1,250.0,57.0,1022.6,0.3,1.01,,9.0
9996,수원,2022-02-21 13:00,3.7,,6.5,270.0,52.0,1021.2,0.7,1.44,,7.0
