"발전구분","호기","일자","1시 발전량(MWh)","2시 발전량(MWh)","3시 발전량(MWh)","4시 발전량(MWh)","5시 발전량(MWh)","6시 발전량(MWh)","7시 발전량(MWh)","8시 발전량(MWh)","9시 발전량(MWh)","10시 발전량(MWh)","11시 발전량(MWh)","12시 발전량(MWh)","13시 발전량(MWh)","14시 발전량(MWh)","15시 발전량(MWh)","16시 발전량(MWh)","17시 발전량(MWh)","18시 발전량(MWh)","19시 발전량(MWh)","20시 발전량(MWh)","21시 발전량(MWh)","22시 발전량(MWh)","23시 발전량(MWh)","24시 발전량(MWh)","총량(KW)","평균(KW)","최대(시간별)","최소(시간별)","최대","최소"
"""삼천포풍력""",""" 1""",""" 2022-03-02 00:00:00""",""" 472.32""",""" 189.36""",""" 138.96""",""" 193.68""",""" 112.32""",""" 46.08""",""" 9.36""",""" 0""",""" 0""",""" 69.84""",""" 136.08""",""" 116.64""",""" 133.92""",""" 75.6""",""" 21.6""",""" 0""",""" 0""",""" 0""",""" 97.2""",""" 226.8""",""" 354.96""",""" 510.48""",""" 160.56""",""" 84.96""",""" 3150.72""",""" 131""",""" 510.48""",""" 9.36""",""" 510.48""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-03-02 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 790.729""",""" 273.125""",""" 0""",""" 99.003""",""" 372.561""",""" 516.301""",""" 1032.765""",""" 4371.707""",""" 4012.163""",""" 5053.398""",""" 5361.578""",""" 6011.295""",""" 7880.348""",""" 5129.599""",""" 40904.572""",""" 1704""",""" 7880.34""",""" 99""",""" 7880.348""",""" 0"""
"""영흥풍력""",""" 2""",""" 2022-03-02 00:00:00""",""" 2449.92""",""" 1954.56""",""" 2785.92""",""" 2916.48""",""" 2828.16""",""" 1155.84""",""" 1814.4""",""" 1050.24""",""" 374.4""",""" 1034.88""",""" 0""",""" 1211.52""",""" 216.96""",""" 0""",""" 2136.96""",""" 4999.68""",""" 8732.16""",""" 4619.52""",""" 3638.4""",""" 3732.48""",""" 4746.24""",""" 4287.36""",""" 6226.56""",""" 9196.8""",""" 72109.44""",""" 3005""",""" 9196.8""",""" 216.96""",""" 9196.8""",""" 0"""
"""군위 화산풍력""",""" 1""",""" 2022-03-02 00:00:00""",""" 7414.779""",""" 7250.863""",""" 8012.589""",""" 9044.295""",""" 7675.116""",""" 7250.863""",""" 7540.126""",""" 5303.158""",""" 4666.779""",""" 7626.905""",""" 6354.147""",""" 4599.284""",""" 906.358""",""" 356.758""",""" 376.042""",""" 916""",""" 539.958""",""" 2690.147""",""" 4290.737""",""" 4310.021""",""" 7038.737""",""" 8089.726""",""" 8417.558""",""" 6778.4""",""" 127449.346""",""" 5310""",""" 9044.29""",""" 356.758""",""" 9044.295""",""" 356.758"""
"""삼천포풍력""",""" 1""",""" 2022-03-01 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 1.44""",""" 2.88""",""" 2.16""",""" 41.04""",""" 49.68""",""" 37.44""",""" 76.32""",""" 10.8""",""" 2.16""",""" 4.32""",""" 169.2""",""" 400.32""",""" 333.36""",""" 399.6""",""" 289.44""",""" 57.6""",""" 224.64""",""" 290.88""",""" 2393.28""",""" 100""",""" 400.32""",""" 1.44""",""" 400.32""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-03-01 00:00:00""",""" 308.257""",""" 664.874""",""" 310.764""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 1283.895""",""" 53""",""" 664.87""",""" 308.25""",""" 664.874""",""" 0"""
"""영흥풍력""",""" 2""",""" 2022-03-01 00:00:00""",""" 3.84""",""" 165.12""",""" 372.48""",""" 36.48""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 1639.68""",""" 170.88""",""" 3745.92""",""" 4782.72""",""" 3674.88""",""" 1979.52""",""" 8390.4""",""" 11425.92""",""" 9649.92""",""" 11932.8""",""" 13067.52""",""" 13190.4""",""" 15490.56""",""" 10713.6""",""" 5928.96""",""" 116361.6""",""" 4848""",""" 15490.56""",""" 3.84""",""" 15490.56""",""" 0"""
"""군위 화산풍력""",""" 1""",""" 2022-03-01 00:00:00""",""" 289.263""",""" 347.116""",""" 424.253""",""" 2622.653""",""" 1658.442""",""" 2082.695""",""" 2632.295""",""" 491.747""",""" 0""",""" 2844.421""",""" 3008.337""",""" 5110.316""",""" 2294.821""",""" 1446.316""",""" 482.105""",""" 703.874""",""" 578.526""",""" 241.053""",""" 1166.695""",""" 2400.884""",""" 2892.632""",""" 2275.537""",""" 4011.116""",""" 6489.137""",""" 46494.234""",""" 1937""",""" 6489.13""",""" 241.053""",""" 6489.137""",""" 0"""
"""삼천포풍력""",""" 1""",""" 2022-04-30 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-04-30 00:00:00""",""" 157.508""",""" 210.226""",""" 165.24""",""" 366.873""",""" 571.424""",""" 1993.691""",""" 2750.966""",""" 980.677""",""" 3712.075""",""" 4860.059""",""" 1874.302""",""" 497.772""",""" 363.923""",""" 3086.016""",""" 612.78""",""" 1001.285""",""" 3850.576""",""" 2183.855""",""" 2032.696""",""" 2332.426""",""" 3051.571""",""" 3135.025""",""" 1705.512""",""" 1110.067""",""" 42606.545""",""" 1775""",""" 4860.05""",""" 157.508""",""" 4860.059""",""" 157.508"""
"""영흥풍력""",""" 2""",""" 2022-04-30 00:00:00""",""" 67.2""",""" 97.92""",""" 161.28""",""" 140.16""",""" 305.28""",""" 1319.04""",""" 3020.16""",""" 2357.76""",""" 904.32""",""" 3788.16""",""" 3880.32""",""" 1699.2""",""" 1040.64""",""" 476.16""",""" 6437.76""",""" 4446.72""",""" 1493.76""",""" 4830.72""",""" 4008.96""",""" 1866.24""",""" 2482.56""",""" 4600.32""",""" 5412.48""",""" 2474.88""",""" 57312""",""" 2388""",""" 6437.76""",""" 67.2""",""" 6437.76""",""" 67.2"""
"""군위 화산풍력""",""" 1""",""" 2022-04-30 00:00:00""",""" 829.221""",""" 347.116""",""" 28.926""",""" 809.937""",""" 144.632""",""" 0""",""" 0""",""" 0""",""" 0""",""" 2776.926""",""" 3133.684""",""" 2796.211""",""" 48.211""",""" 0""",""" 202.484""",""" 163.916""",""" 9.642""",""" 173.558""",""" 173.558""",""" 337.474""",""" 549.6""",""" 1031.705""",""" 3181.895""",""" 3490.442""",""" 20229.138""",""" 843""",""" 3490.44""",""" 9.642""",""" 3490.442""",""" 0"""
"""삼천포풍력""",""" 1""",""" 2022-04-29 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-04-29 00:00:00""",""" 2418.115""",""" 3330.88""",""" 1826.738""",""" 996.967""",""" 831.156""",""" 2448.714""",""" 3820.088""",""" 1866.805""",""" 4041.706""",""" 5142.979""",""" 2579.738""",""" 405.07""",""" 52.801""",""" 34.713""",""" 286.507""",""" 490.639""",""" 302.8""",""" 0""",""" 0""",""" 0""",""" 0""",""" 96.651""",""" 232.42""",""" 17.589""",""" 31223.076""",""" 1301""",""" 5142.97""",""" 17.589""",""" 5142.979""",""" 0"""
"""영흥풍력""",""" 2""",""" 2022-04-29 00:00:00""",""" 186.24""",""" 2595.84""",""" 2252.16""",""" 2457.6""",""" 1301.76""",""" 687.36""",""" 967.68""",""" 2774.4""",""" 2367.36""",""" 5351.04""",""" 5185.92""",""" 1288.32""",""" 524.16""",""" 293.76""",""" 224.64""",""" 481.92""",""" 472.32""",""" 195.84""",""" 30.72""",""" 124.8""",""" 0""",""" 0""",""" 55.68""",""" 5.76""",""" 29825.28""",""" 1243""",""" 5351.04""",""" 5.76""",""" 5351.04""",""" 0"""
"""군위 화산풍력""",""" 1""",""" 2022-04-29 00:00:00""",""" 269.979""",""" 192.842""",""" 241.053""",""" 1388.463""",""" 935.284""",""" 1533.095""",""" 212.126""",""" 983.495""",""" 3895.411""",""" 6354.147""",""" 4608.926""",""" 3548.295""",""" 1292.042""",""" 202.484""",""" 250.695""",""" 202.484""",""" 212.126""",""" 433.895""",""" 289.263""",""" 231.411""",""" 241.053""",""" 298.905""",""" 125.347""",""" 269.979""",""" 28212.8""",""" 1176""",""" 6354.14""",""" 125.347""",""" 6354.147""",""" 125.347"""
"""삼천포풍력""",""" 1""",""" 2022-04-28 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-04-28 00:00:00""",""" 130.473""",""" 1052.39""",""" 865.395""",""" 208.048""",""" 0""",""" 435.515""",""" 716.755""",""" 0""",""" 0""",""" 504.077""",""" 718.895""",""" 0""",""" 599.553""",""" 1640.329""",""" 783.692""",""" 1873.184""",""" 1986.676""",""" 1483.033""",""" 497.56""",""" 0""",""" 257.7""",""" 776.616""",""" 0""",""" 228.757""",""" 14758.648""",""" 615""",""" 1986.67""",""" 130.473""",""" 1986.676""",""" 0"""
"""영흥풍력""",""" 2""",""" 2022-04-28 00:00:00""",""" 182.4""",""" 568.32""",""" 2434.56""",""" 2110.08""",""" 552.96""",""" 7.68""",""" 311.04""",""" 608.64""",""" 243.84""",""" 3968.64""",""" 2941.44""",""" 132.48""",""" 53.76""",""" 771.84""",""" 1345.92""",""" 710.4""",""" 4907.52""",""" 5149.44""",""" 3624.96""",""" 906.24""",""" 0""",""" 0""",""" 21.12""",""" 0""",""" 31553.28""",""" 1315""",""" 5149.44""",""" 7.68""",""" 5149.44""",""" 0"""
"""군위 화산풍력""",""" 1""",""" 2022-04-28 00:00:00""",""" 241.053""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 2786.568""",""" 3480.8""",""" 3664""",""" 1571.663""",""" 752.084""",""" 231.411""",""" 212.126""",""" 212.126""",""" 347.116""",""" 404.968""",""" 1533.095""",""" 3394.021""",""" 3172.253""",""" 1484.884""",""" 636.379""",""" 24124.547""",""" 1005""",""" 3664""",""" 212.126""",""" 3664""",""" 0"""
"""삼천포풍력""",""" 1""",""" 2022-04-27 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-04-27 00:00:00""",""" 13088.536""",""" 12538.808""",""" 10949.435""",""" 11010.311""",""" 8068.346""",""" 6181.18""",""" 1824.367""",""" 1003.772""",""" 3161.918""",""" 1536.385""",""" 458.883""",""" 904.067""",""" 3054.865""",""" 2421.14""",""" 534.483""",""" 2084.978""",""" 2512.203""",""" 1745.291""",""" 988.909""",""" 829.382""",""" 996.871""",""" 1328.254""",""" 1092.1""",""" 44.721""",""" 88359.205""",""" 3682""",""" 13088.53""",""" 44.721""",""" 13088.536""",""" 44.721"""
"""영흥풍력""",""" 2""",""" 2022-04-27 00:00:00""",""" 19470.72""",""" 19144.32""",""" 19194.24""",""" 15861.12""",""" 12856.32""",""" 8745.6""",""" 3648""",""" 2572.8""",""" 1845.12""",""" 6257.28""",""" 4379.52""",""" 1870.08""",""" 1831.68""",""" 4680.96""",""" 3262.08""",""" 912""",""" 3056.64""",""" 2461.44""",""" 867.84""",""" 996.48""",""" 656.64""",""" 2002.56""",""" 4145.28""",""" 3098.88""",""" 143817.6""",""" 5992""",""" 19470.72""",""" 656.64""",""" 19470.72""",""" 656.64"""
"""군위 화산풍력""",""" 1""",""" 2022-04-27 00:00:00""",""" 8436.842""",""" 7482.274""",""" 8244""",""" 8600.758""",""" 8147.579""",""" 4126.821""",""" 1523.453""",""" 790.653""",""" 38.568""",""" 2776.926""",""" 3480.8""",""" 3683.284""",""" 1417.389""",""" 588.168""",""" 163.916""",""" 202.484""",""" 192.842""",""" 289.263""",""" 298.905""",""" 732.8""",""" 4165.389""",""" 4763.2""",""" 4396.8""",""" 2641.937""",""" 77185.051""",""" 3216""",""" 8600.75""",""" 38.568""",""" 8600.758""",""" 38.568"""
"""삼천포풍력""",""" 1""",""" 2022-04-26 00:00:00""",""" 0""",""" 38.16""",""" 4.32""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 6.48""",""" 0""",""" 44.64""",""" 18""",""" 4.32""",""" 1.44""",""" 30.24""",""" 0""",""" 0.72""",""" 19.44""",""" 2.88""",""" 1.44""",""" 0""",""" 0""",""" 0""",""" 0""",""" 172.08""",""" 7""",""" 44.64""",""" 0.72""",""" 44.64""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-04-26 00:00:00""",""" 313.772""",""" 756.682""",""" 1550.859""",""" 1635.029""",""" 3186.345""",""" 6083.45""",""" 2155.971""",""" 90.229""",""" 3487.043""",""" 3674.786""",""" 1036.659""",""" 1112.245""",""" 1424.515""",""" 5598.351""",""" 7664.523""",""" 8915.886""",""" 12566.196""",""" 10717.758""",""" 5871.716""",""" 10165.091""",""" 9607.174""",""" 11186.705""",""" 9984.756""",""" 13075.593""",""" 131861.334""",""" 5494""",""" 13075.59""",""" 90.22""",""" 13075.593""",""" 90.229"""
"""영흥풍력""",""" 2""",""" 2022-04-26 00:00:00""",""" 42.24""",""" 328.32""",""" 549.12""",""" 516.48""",""" 800.64""",""" 3477.12""",""" 2808.96""",""" 1728""",""" 122.88""",""" 5233.92""",""" 5452.8""",""" 1816.32""",""" 2142.72""",""" 877.44""",""" 729.6""",""" 698.88""",""" 6092.16""",""" 17197.44""",""" 14240.64""",""" 8768.64""",""" 13674.24""",""" 10563.84""",""" 11281.92""",""" 12664.32""",""" 121808.64""",""" 5075""",""" 17197.44""",""" 42.24""",""" 17197.44""",""" 42.24"""
"""군위 화산풍력""",""" 1""",""" 2022-04-26 00:00:00""",""" 1378.821""",""" 1137.768""",""" 1446.316""",""" 6595.2""",""" 8562.189""",""" 4714.989""",""" 3664""",""" 2815.495""",""" 1552.379""",""" 4136.463""",""" 3962.905""",""" 3239.747""",""" 308.547""",""" 173.558""",""" 163.916""",""" 231.411""",""" 144.632""",""" 298.905""",""" 646.021""",""" 4801.768""",""" 7511.2""",""" 8610.4""",""" 8186.147""",""" 7723.326""",""" 82006.103""",""" 3417""",""" 8610.4""",""" 144.632""",""" 8610.4""",""" 144.632"""
"""삼천포풍력""",""" 1""",""" 2022-04-25 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 2.16""",""" 0""",""" 0""",""" 0.72""",""" 0""",""" 69.12""",""" 52.56""",""" 76.32""",""" 30.96""",""" 14.4""",""" 1.44""",""" 9.36""",""" 1.44""",""" 0""",""" 2.16""",""" 54""",""" 5.76""",""" 320.4""",""" 13""",""" 76.32""",""" 0.72""",""" 76.32""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-04-25 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 129.258""",""" 0""",""" 3104.183""",""" 2165.895""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 390.454""",""" 218.846""",""" 6.327""",""" 6014.963""",""" 251""",""" 3104.18""",""" 6.327""",""" 3104.183""",""" 0"""
"""영흥풍력""",""" 2""",""" 2022-04-25 00:00:00""",""" 42.24""",""" 15.36""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 109.44""",""" 0""",""" 3486.72""",""" 1881.6""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 21.12""",""" 119.04""",""" 84.48""",""" 11.52""",""" 0""",""" 0""",""" 353.28""",""" 213.12""",""" 6337.92""",""" 264""",""" 3486.72""",""" 11.52""",""" 3486.72""",""" 0"""
"""군위 화산풍력""",""" 1""",""" 2022-04-25 00:00:00""",""" 2555.158""",""" 1619.874""",""" 2198.4""",""" 2294.821""",""" 2902.274""",""" 3432.589""",""" 1484.884""",""" 347.116""",""" 0""",""" 2786.568""",""" 3133.684""",""" 2902.274""",""" 819.579""",""" 77.137""",""" 0""",""" 86.779""",""" 173.558""",""" 202.484""",""" 298.905""",""" 241.053""",""" 250.695""",""" 327.832""",""" 2651.579""",""" 2179.116""",""" 32966.359""",""" 1374""",""" 3432.58""",""" 77.137""",""" 3432.589""",""" 0"""
"""삼천포풍력""",""" 1""",""" 2022-04-24 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 2.88""",""" 1.44""",""" 0""",""" 56.16""",""" 49.68""",""" 49.68""",""" 29.52""",""" 21.6""",""" 120.24""",""" 141.84""",""" 115.2""",""" 89.28""",""" 52.56""",""" 2.16""",""" 0""",""" 0""",""" 732.24""",""" 31""",""" 141.84""",""" 1.44""",""" 141.84""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-04-24 00:00:00""",""" 312.827""",""" 397.241""",""" 23.528""",""" 95.455""",""" 0""",""" 0""",""" 94.125""",""" 0""",""" 3117.899""",""" 2244.151""",""" 727.917""",""" 12.537""",""" 45.781""",""" 499.18""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 368.474""",""" 652.091""",""" 342.308""",""" 188.379""",""" 187.473""",""" 9309.366""",""" 388""",""" 3117.89""",""" 12.53""",""" 3117.899""",""" 0"""
"""영흥풍력""",""" 2""",""" 2022-04-24 00:00:00""",""" 466.56""",""" 168.96""",""" 203.52""",""" 74.88""",""" 36.48""",""" 1.92""",""" 0""",""" 128.64""",""" 59.52""",""" 3298.56""",""" 956.16""",""" 0""",""" 0""",""" 88.32""",""" 320.64""",""" 483.84""",""" 105.6""",""" 17.28""",""" 11.52""",""" 74.88""",""" 224.64""",""" 572.16""",""" 282.24""",""" 9.6""",""" 7585.92""",""" 316""",""" 3298.56""",""" 1.92""",""" 3298.56""",""" 0"""
"""군위 화산풍력""",""" 1""",""" 2022-04-24 00:00:00""",""" 57.853""",""" 0""",""" 318.189""",""" 674.947""",""" 993.137""",""" 241.053""",""" 944.926""",""" 2246.611""",""" 1581.305""",""" 3230.105""",""" 3143.326""",""" 2776.926""",""" 1427.032""",""" 385.684""",""" 173.558""",""" 192.842""",""" 212.126""",""" 221.768""",""" 250.695""",""" 443.537""",""" 511.032""",""" 1523.453""",""" 2101.979""",""" 2343.032""",""" 25995.116""",""" 1083""",""" 3230.1""",""" 57.853""",""" 3230.105""",""" 0"""
"""삼천포풍력""",""" 1""",""" 2022-04-23 00:00:00""",""" 0""",""" 0""",""" 2.16""",""" 0""",""" 0.72""",""" 0.72""",""" 0""",""" 0""",""" 0""",""" 5.04""",""" 0""",""" 3.6""",""" 50.4""",""" 50.4""",""" 117.36""",""" 96.48""",""" 56.16""",""" 51.84""",""" 0.72""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 435.6""",""" 18""",""" 117.36""",""" 0.72""",""" 117.36""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-04-23 00:00:00""",""" 0""",""" 0""",""" 0""",""" 15.564""",""" 208.048""",""" 852.729""",""" 140.423""",""" 0""",""" 3120.481""",""" 3793.123""",""" 630.189""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 141.734""",""" 540.884""",""" 506.738""",""" 9949.913""",""" 415""",""" 3793.12""",""" 15.564""",""" 3793.123""",""" 0"""
"""영흥풍력""",""" 2""",""" 2022-04-23 00:00:00""",""" 167.04""",""" 0""",""" 0""",""" 0""",""" 0""",""" 57.6""",""" 334.08""",""" 59.52""",""" 0""",""" 3502.08""",""" 3909.12""",""" 435.84""",""" 0""",""" 0""",""" 109.44""",""" 99.84""",""" 9.6""",""" 5.76""",""" 7.68""",""" 0""",""" 17.28""",""" 0""",""" 13.44""",""" 474.24""",""" 9202.56""",""" 383""",""" 3909.12""",""" 5.76""",""" 3909.12""",""" 0"""
"""군위 화산풍력""",""" 1""",""" 2022-04-23 00:00:00""",""" 1417.389""",""" 2516.589""",""" 3085.474""",""" 3731.495""",""" 3557.937""",""" 1899.495""",""" 1205.263""",""" 347.116""",""" 0""",""" 2776.926""",""" 3181.895""",""" 2940.842""",""" 86.779""",""" 28.926""",""" 192.842""",""" 212.126""",""" 376.042""",""" 877.432""",""" 2236.968""",""" 5602.063""",""" 4628.211""",""" 3201.179""",""" 3143.326""",""" 916""",""" 48162.315""",""" 2007""",""" 5602.06""",""" 28.926""",""" 5602.063""",""" 0"""
"""삼천포풍력""",""" 1""",""" 2022-04-22 00:00:00""",""" 0""",""" 0""",""" 0""",""" 7.2""",""" 7.2""",""" 0""",""" 0""",""" 0""",""" 0""",""" 9.36""",""" 14.4""",""" 113.76""",""" 116.64""",""" 600.48""",""" 648""",""" 411.84""",""" 311.76""",""" 168.48""",""" 18.72""",""" 12.24""",""" 5.76""",""" 5.04""",""" 2.16""",""" 0""",""" 2453.04""",""" 102""",""" 648""",""" 2.16""",""" 648""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-04-22 00:00:00""",""" 6905.748""",""" 6921.738""",""" 6856.703""",""" 8062.248""",""" 6433.344""",""" 5279.8""",""" 5065.604""",""" 5653.114""",""" 12920.085""",""" 15666.759""",""" 13062.401""",""" 10029.754""",""" 7912.547""",""" 6591.834""",""" 8975.033""",""" 6146.942""",""" 3697.052""",""" 3232.713""",""" 3280.179""",""" 4052.761""",""" 3739.541""",""" 1360.174""",""" 973.082""",""" 146.671""",""" 152965.827""",""" 6374""",""" 15666.75""",""" 146.67""",""" 15666.759""",""" 146.671"""
"""영흥풍력""",""" 2""",""" 2022-04-22 00:00:00""",""" 6637.44""",""" 7812.48""",""" 11116.8""",""" 10258.56""",""" 14319.36""",""" 15250.56""",""" 14697.6""",""" 17132.16""",""" 16634.88""",""" 22095.36""",""" 22942.08""",""" 21663.36""",""" 16416""",""" 14563.2""",""" 12506.88""",""" 13944.96""",""" 7797.12""",""" 4794.24""",""" 4974.72""",""" 3955.2""",""" 3306.24""",""" 4149.12""",""" 1791.36""",""" 1367.04""",""" 270126.72""",""" 11255""",""" 22942.08""",""" 1367.04""",""" 22942.08""",""" 1367.04"""
"""군위 화산풍력""",""" 1""",""" 2022-04-22 00:00:00""",""" 183.2""",""" 337.474""",""" 385.684""",""" 607.453""",""" 1369.179""",""" 617.095""",""" 732.8""",""" 1600.589""",""" 1157.053""",""" 3278.316""",""" 3307.242""",""" 4522.147""",""" 2670.863""",""" 800.295""",""" 289.263""",""" 443.537""",""" 337.474""",""" 154.274""",""" 183.2""",""" 144.632""",""" 1263.116""",""" 2179.116""",""" 1292.042""",""" 1648.8""",""" 29504.844""",""" 1229""",""" 4522.14""",""" 144.632""",""" 4522.147""",""" 144.632"""
"""삼천포풍력""",""" 1""",""" 2022-04-21 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 48.96""",""" 91.44""",""" 43.2""",""" 10.08""",""" 0""",""" 0.72""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 194.4""",""" 8""",""" 91.44""",""" 0.72""",""" 91.44""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-04-21 00:00:00""",""" 1015.146""",""" 1216.28""",""" 2683.686""",""" 4505.751""",""" 4961.948""",""" 3238.685""",""" 3087.615""",""" 3029.416""",""" 5775.9""",""" 4684.344""",""" 2489.737""",""" 4890.884""",""" 4536.579""",""" 6899.149""",""" 7783.19""",""" 8381.303""",""" 6696.783""",""" 8024.011""",""" 6159.471""",""" 6017.646""",""" 7701.149""",""" 6970.648""",""" 3710.284""",""" 5141.112""",""" 119600.717""",""" 4983""",""" 8381.3""",""" 1015.146""",""" 8381.303""",""" 1015.146"""
"""영흥풍력""",""" 2""",""" 2022-04-21 00:00:00""",""" 414.72""",""" 205.44""",""" 472.32""",""" 1841.28""",""" 2699.52""",""" 3281.28""",""" 2997.12""",""" 2615.04""",""" 2820.48""",""" 6149.76""",""" 4010.88""",""" 1232.64""",""" 5170.56""",""" 6844.8""",""" 10035.84""",""" 11842.56""",""" 7299.84""",""" 9830.4""",""" 10070.4""",""" 4450.56""",""" 3454.08""",""" 5281.92""",""" 2966.4""",""" 3974.4""",""" 109962.24""",""" 4582""",""" 11842.56""",""" 205.44""",""" 11842.56""",""" 205.44"""
"""군위 화산풍력""",""" 1""",""" 2022-04-21 00:00:00""",""" 0""",""" 0""",""" 125.347""",""" 337.474""",""" 279.621""",""" 19.284""",""" 0""",""" 183.2""",""" 385.684""",""" 3606.147""",""" 1745.221""",""" 134.989""",""" 1427.032""",""" 298.905""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 154.274""",""" 241.053""",""" 192.842""",""" 260.337""",""" 9391.41""",""" 391""",""" 3606.14""",""" 19.284""",""" 3606.147""",""" 0"""
"""삼천포풍력""",""" 1""",""" 2022-04-20 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 2.16""",""" 47.52""",""" 81.36""",""" 64.08""",""" 148.32""",""" 393.12""",""" 309.6""",""" 114.48""",""" 56.16""",""" 0""",""" 0""",""" 3.6""",""" 0""",""" 1220.4""",""" 51""",""" 393.12""",""" 2.16""",""" 393.12""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-04-20 00:00:00""",""" 957.351""",""" 1099.04""",""" 486.975""",""" 155.31""",""" 445.483""",""" 385.615""",""" 245.455""",""" 266.28""",""" 3244.137""",""" 4263.444""",""" 2013.039""",""" 400.095""",""" 368.705""",""" 447.045""",""" 433.856""",""" 714.827""",""" 1483.573""",""" 3203.24""",""" 1511.617""",""" 1025.093""",""" 2333.254""",""" 1498.183""",""" 1254.563""",""" 1522.912""",""" 29759.092""",""" 1240""",""" 4263.44""",""" 155.31""",""" 4263.444""",""" 155.31"""
"""영흥풍력""",""" 2""",""" 2022-04-20 00:00:00""",""" 174.72""",""" 86.4""",""" 124.8""",""" 1.92""",""" 0""",""" 0""",""" 26.88""",""" 126.72""",""" 251.52""",""" 3538.56""",""" 3552""",""" 245.76""",""" 428.16""",""" 464.64""",""" 418.56""",""" 485.76""",""" 952.32""",""" 685.44""",""" 1146.24""",""" 2380.8""",""" 1956.48""",""" 2123.52""",""" 733.44""",""" 514.56""",""" 20419.2""",""" 851""",""" 3552""",""" 1.92""",""" 3552""",""" 0"""
